time,latitude,longitude,Effort,Catch_SWO,Catch_ALB,Catch_YFT,Catch_BET,Year,Month,Month_Name
1-Jan,-15,10,0,0,0,0,50,2001,1,Janvier
1-Feb,-15,10,1200,0,2,0,0,2001,2,F¨¦vrier
1-Feb,-20,5,19600,140,31,0,110,2001,2,F¨¦vrier
1-Mar,-15,5,1100,203,0,0,0,2001,3,Mars
1-Mar,-15,10,16100,1062,294,0,0,2001,3,Mars
1-Mar,-25,5,24116,9703,90,8270,1440,2001,3,Mars
1-Apr,-20,5,74790,4317,290,540,0,2001,4,Avril
1-May,-20,10,5540,455,0,0,0,2001,5,Mai
1-May,-15,5,12600,14770,505,95,570,2001,5,Mai
1-May,-15,10,30340,1515,55,65,1065,2001,5,Mai
1-May,-20,10,18280,3376,888,542,444,2001,5,Mai
1-May,-25,5,18680,937,950,0,0,2001,5,Mai
1-May,-25,10,28720,19940,983,1845,1615,2001,5,Mai
1-May,-25,15,55700,8117,17320,207,1077,2001,5,Mai
1-Jun,-15,5,10700,251,0,0,275,2001,6,Juin
1-Jun,-15,10,38170,9061,660,2484,15,2001,6,Juin
1-Jun,-20,5,102022,15770,1820,3315,1560,2001,6,Juin
1-Jun,-20,10,39100,6106,510,3536,664,2001,6,Juin
1-Jun,-25,10,14600,6746,3528,674,1315,2001,6,Juin
1-Jun,-25,15,56300,37600,12310,1174,4923,2001,6,Juin
1-Jul,-15,5,6200,142,0,0,69,2001,7,Juillet
1-Jul,-15,10,42352,9433,545,1420,860,2001,7,Juillet
1-Jul,-20,5,72216,13130,7525,1980,7586,2001,7,Juillet
1-Jul,-20,10,75476,24620,6706,3065,7745,2001,7,Juillet
1-Jul,-25,10,28164,5720,4727,1158,1019,2001,7,Juillet
1-Jul,-25,15,76100,13510,7148,269,4019,2001,7,Juillet
1-Aug,-15,5,88465,7507,205,130,784,2001,8,Ao?t
1-Aug,-15,10,30972,4500,50,540,590,2001,8,Ao?t
1-Aug,-20,5,131846,31420,4552,254,2646,2001,8,Ao?t
1-Aug,-20,10,67090,19070,4876,1885,4165,2001,8,Ao?t
1-Aug,-25,10,19844,4373,5823,798,1580,2001,8,Ao?t
1-Aug,-25,15,130988,54510,15360,45,19110,2001,8,Ao?t
1-Sep,-15,5,7984,170,0,0,0,2001,9,Septembre
1-Sep,-15,10,20000,1335,0,545,250,2001,9,Septembre
1-Sep,-20,5,68276,9069,2927,350,2126,2001,9,Septembre
1-Sep,-20,10,38760,10720,2630,645,2610,2001,9,Septembre
1-Sep,-25,10,79665,26410,7938,835,13980,2001,9,Septembre
1-Oct,-25,15,48570,4438,2404,0,1588,2001,10,Octobre
1-Oct,-15,5,8400,795,40,0,0,2001,10,Octobre
1-Oct,-15,10,53738,2261,326,732,3860,2001,10,Octobre
1-Oct,-20,5,2200,290,0,0,60,2001,10,Octobre
1-Oct,-20,10,48000,5021,221,0,665,2001,10,Octobre
1-Oct,-25,5,2600,1085,20,0,170,2001,10,Octobre
1-Oct,-25,10,84140,25010,3560,700,3179,2001,10,Octobre
1-Oct,-25,15,9300,511,380,0,623,2001,10,Octobre
1-Nov,-15,5,35316,762,43,952,11780,2001,11,Novembre
1-Nov,-15,10,105280,1585,533,1493,15260,2001,11,Novembre
1-Nov,-20,5,1000,140,0,0,0,2001,11,Novembre
1-Nov,-20,10,21300,1708,174,35,120,2001,11,Novembre
1-Nov,-25,5,31460,7948,0,0,0,2001,11,Novembre
1-Nov,-25,10,14520,4816,960,280,1160,2001,11,Novembre
1-Nov,-25,15,19600,975,3811,0,3835,2001,11,Novembre
1-Dec,-15,5,14050,265,0,0,0,2001,12,D¨¦cembre
1-Dec,-15,10,38770,290,0,450,300,2001,12,D¨¦cembre
1-Dec,-20,5,29300,800,15,130,125,2001,12,D¨¦cembre
1-Dec,-20,10,26850,903,30,90,0,2001,12,D¨¦cembre
1-Dec,-25,15,18000,690,49180,115,14230,2001,12,D¨¦cembre
2-Jan,-15,10,41000,250,0,505,400,2002,1,Janvier
2-Jan,-20,0,2400,0,65,0,0,2002,1,Janvier
2-Jan,-20,10,55600,3210,290,130,905,2002,1,Janvier
2-Jan,-25,5,1200,0,0,0,40,2002,1,Janvier
2-Jan,-25,10,42208,450,3990,0,525,2002,1,Janvier
2-Feb,-20,0,2400,305,0,0,0,2002,2,F¨¦vrier
2-Feb,-20,10,66120,711,400,20,0,2002,2,F¨¦vrier
2-Feb,-25,0,7200,1250,0,0,0,2002,2,F¨¦vrier
2-Feb,-25,5,11040,2520,90,0,0,2002,2,F¨¦vrier
2-Feb,-25,10,44600,1256,20,140,0,2002,2,F¨¦vrier
2-Mar,-15,10,93552,38,0,0,750,2002,3,Mars
2-Mar,-20,5,1200,135,0,0,35,2002,3,Mars
2-Mar,-20,10,101624,2056,0,142,90,2002,3,Mars
2-Mar,-25,5,2400,350,0,0,0,2002,3,Mars
2-Mar,-25,10,53300,367,0,50,40,2002,3,Mars
2-Apr,-15,0,21780,3125,0,0,0,2002,4,Avril
2-Apr,-15,5,24180,740,45,110,150,2002,4,Avril
2-Apr,-15,10,103360,3472,0,1290,680,2002,4,Avril
2-Apr,-20,0,7260,1900,0,0,0,2002,4,Avril
2-Apr,-20,5,11420,605,0,40,0,2002,4,Avril
2-Apr,-20,10,52780,3641,20,75,270,2002,4,Avril
2-May,-25,10,76900,847,40,350,0,2002,5,Mai
2-May,-15,0,7260,1280,0,0,0,2002,5,Mai
2-May,-15,5,15620,799,0,45,0,2002,5,Mai
2-May,-15,10,23260,3447,0,65,1235,2002,5,Mai
2-May,-20,5,4200,104,0,55,0,2002,5,Mai
2-May,-20,10,51500,7052,0,1133,1190,2002,5,Mai
2-Jun,-25,10,12600,550,110,30,0,2002,6,Juin
2-Jun,-15,0,9680,1125,0,0,0,2002,6,Juin
2-Jun,-15,10,27140,4216,0,280,1960,2002,6,Juin
2-Jun,-20,0,7260,480,0,0,0,2002,6,Juin
2-Jun,-20,5,4840,445,0,0,0,2002,6,Juin
2-Jun,-20,10,75600,7312,24,379,868,2002,6,Juin
2-Jun,-25,5,6500,2870,600,65,520,2002,6,Juin
2-Jul,-25,10,49080,16889,8710,0,5870,2002,7,Juillet
2-Jul,-15,5,3920,12,0,0,0,2002,7,Juillet
2-Jul,-15,10,28800,110,0,170,0,2002,7,Juillet
2-Jul,-20,5,2420,146,0,0,0,2002,7,Juillet
2-Jul,-20,10,83532,328,10,1240,0,2002,7,Juillet
2-Jul,-25,5,9290,1669,1360,175,806,2002,7,Juillet
2-Aug,-25,10,92725,26501,11281,25,15101,2002,8,Ao?t
2-Aug,-15,5,2651,370,40,0,0,2002,8,Ao?t
2-Aug,-15,10,25952,1044,240,30,0,2002,8,Ao?t
2-Aug,-20,5,3300,605,500,0,748,2002,8,Ao?t
2-Aug,-20,10,122101,42062,7929,260,34308,2002,8,Ao?t
2-Aug,-20,10,84730,9563,2317,10,7040,2002,8,Ao?t
2-Sep,-25,5,5975,3111,1316,0,2675,2002,9,Septembre
2-Sep,-15,0,12100,784,0,0,0,2002,9,Septembre
2-Sep,-15,5,9680,169,0,0,0,2002,9,Septembre
2-Sep,-15,10,11520,143,0,0,0,2002,9,Septembre
2-Sep,-20,0,2420,262,0,0,0,2002,9,Septembre
2-Sep,-20,10,84341,3611,625,55,699,2002,9,Septembre
2-Sep,-25,10,100695,19485,2741,156,16952,2002,9,Septembre
22-Oct,-20,5,8400,1435,0,1075,0,2002,10,Octobre
22-Oct,-20,10,102343,9933,990,6771,65,2002,10,Octobre
22-Oct,-25,5,1800,421,80,0,110,2002,10,Octobre
22-Oct,-25,10,140733,44499,9018,60,58094,2002,10,Octobre
2-Nov,-15,10,14560,91,0,0,60,2002,11,Novembre
2-Nov,-20,5,2200,270,0,315,0,2002,11,Novembre
2-Nov,-20,10,72082,4878,655,1085,794,2002,11,Novembre
2-Nov,-25,10,52692,5256,1021,100,12820,2002,11,Novembre
2-Dec,-15,10,13360,45,0,70,0,2002,12,D¨¦cembre
2-Dec,-20,10,67910,1102,60,166,55,2002,12,D¨¦cembre
2-Dec,-25,10,65700,2271,1080,180,11499,2002,12,D¨¦cembre
3-Jan,-20,10,1900,935,1008,54,0,2003,1,Janvier
3-Jan,-25,5,732,1332,732,0,0,2003,1,Janvier
3-Jan,-25,10,16700,12340,510,646,231,2003,1,Janvier
3-Feb,-25,0,13200,8442,1324,276,266,2003,2,F¨¦vrier
3-Mar,-25,0,0,0,0,0,0,2003,3,Mars
3-Apr,-25,0,0,0,0,0,0,2003,4,Avril
3-Feb,-25,5,1200,982,160,0,53,2003,2,F¨¦vrier
3-May,-25,5,10058,2830,920,186,257,2003,5,Mai
3-May,-25,10,18150,7716,2630,750,4018,2003,5,Mai
3-Jun,-25,5,1600,30,10,40,50,2003,6,Juin
3-Jun,-25,10,6630,1448,185,18,315,2003,6,Juin
3-Jul,-20,5,1500,376,30,0,142,2003,7,Juillet
3-Jul,-25,5,1500,786,27,18,57,2003,7,Juillet
3-Jul,-25,10,1800,230,280,40,65,2003,7,Juillet
3-Jul,-25,5,3000,1351,980,120,481,2003,7,Juillet
3-Jul,-25,10,11000,2541,1480,420,2700,2003,7,Juillet
3-Jul,-25,5,3000,1351,980,120,481,2003,7,Juillet
3-Jul,-25,10,11000,2541,1480,420,2700,2003,7,Juillet
3-Aug,-25,0,4100,1907,888,118,148,2003,8,Ao?t
3-Sep,-25,0,1600,368,190,24,369,2003,9,Septembre
3-Oct,-25,0,0,0,0,0,0,2003,10,Octobre
3-Nov,-25,0,0,0,0,0,0,2003,11,Novembre
3-Dec,-25,0,0,0,0,0,0,2003,12,D¨¦cembre
4-Jan,-20,10,64984,80,100,100,59,2004,1,Janvier
4-Jan,-25,0,32902,22083,0,1415,0,2004,1,Janvier
4-Jan,-25,5,2929,1431,0,0,0,2004,1,Janvier
4-Jan,-25,10,33400,30,55,0,110,2004,1,Janvier
4-Feb,-15,10,47084,539,73,0,460,2004,2,F¨¦vrier
4-Feb,-20,10,135006,214,14710,849,544,2004,2,F¨¦vrier
4-Feb,-25,0,30368,12300,0,517,40,2004,2,F¨¦vrier
4-Feb,-25,5,59894,31381,45,0,165,2004,2,F¨¦vrier
4-Feb,-25,10,31300,2260,9400,0,151,2004,2,F¨¦vrier
4-Mar,-15,10,101530,555,133,0,3014,2004,3,Mars
4-Mar,-20,10,122060,52,37169,807,1189,2004,3,Mars
4-Mar,-25,0,56047,34077,1005,150,530,2004,3,Mars
4-Mar,-25,5,8849,5146,30,22,25,2004,3,Mars
4-Mar,-25,10,54600,0,21940,143,333,2004,3,Mars
4-Apr,-15,5,13800,1243,0,688,356,2004,4,Avril
4-Apr,-15,10,84260,4974,300,1856,5748,2004,4,Avril
4-Apr,-20,5,6900,499,0,210,0,2004,4,Avril
4-Apr,-20,10,258660,2534,27646,2228,2014,2004,4,Avril
4-Apr,-25,10,34320,335,6220,69,93,2004,4,Avril
4-May,-15,5,11500,317,0,0,325,2004,5,Mai
4-May,-15,10,66486,3290,0,6,10194,2004,5,Mai
4-May,-20,0,2370,189,0,0,65,2004,5,Mai
4-May,-20,5,12100,358,0,38,602,2004,5,Mai
4-May,-20,10,170954,15983,720,1279,2753,2004,5,Mai
4-May,-25,10,31200,1979,95,130,330,2004,5,Mai
4-Jun,-15,10,76348,1532,2265,1041,17176,2004,6,Juin
4-Jun,-20,10,120460,15453,6650,1306,2119,2004,6,Juin
4-Jun,-25,5,2300,593,25,0,20,2004,6,Juin
4-Jun,-25,10,102875,7377,6137,478,2358,2004,6,Juin
4-Jul,-15,10,8005,1101,0,0,342,2004,7,Juillet
4-Jul,-20,10,73279,5383,140,370,677,2004,7,Juillet
4-Jul,-25,10,83200,8653,2229,200,2481,2004,7,Juillet
4-Aug,-15,5,7568,949,0,0,554,2004,8,Ao?t
4-Aug,-15,10,1700,0,0,0,0,2004,8,Ao?t
4-Aug,-20,5,8060,1069,0,0,392,2004,8,Ao?t
4-Aug,-20,10,75176,3446,11,0,440,2004,8,Ao?t
4-Aug,-25,0,2300,282,0,0,558,2004,8,Ao?t
4-Aug,-25,5,50600,11889,2719,0,2681,2004,8,Ao?t
4-Aug,-25,10,35300,1671,0,285,0,2004,8,Ao?t
4-Sep,-20,10,13500,1014,0,0,83,2004,9,Septembre
4-Sep,-25,10,6400,410,0,100,0,2004,9,Septembre
4-Oct,-15,10,3744,0,0,185,0,2004,10,Octobre
4-Oct,-20,0,6420,2702,24,114,456,2004,10,Octobre
4-Oct,-20,5,10713,2032,0,48,602,2004,10,Octobre
4-Oct,-20,10,1200,0,0,56,0,2004,10,Octobre
4-Oct,-25,0,4944,1031,44,73,632,2004,10,Octobre
4-Oct,-25,5,11374,3696,8,35,1105,2004,10,Octobre
4-Nov,-15,10,28596,62,0,420,0,2004,11,Novembre
4-Nov,-20,10,36350,1402,0,0,1111,2004,11,Novembre
4-Nov,-25,0,1726,14,0,0,0,2004,11,Novembre
4-Nov,-25,5,31192,3809,10,0,801,2004,11,Novembre
4-Nov,-25,10,13800,582,0,40,414,2004,11,Novembre
4-Dec,-15,10,11400,117,30,0,45,2004,12,D¨¦cembre
4-Dec,-20,10,76500,2441,380,0,1099,2004,12,D¨¦cembre
4-Dec,-25,10,7500,40,70,0,0,2004,12,D¨¦cembre
5-Jan,-15,10,30356,334,0,162,124,2005,1,Janvier
5-Jan,-20,10,32448,294,110,52,136,2005,1,Janvier
5-Jan,-25,10,10000,80,5224,0,260,2005,1,Janvier
5-Feb,-15,0,1450,1368,0,0,0,2005,2,F¨¦vrier
5-Feb,-15,10,6250,0,0,0,215,2005,2,F¨¦vrier
5-Feb,-20,0,1357,2668,0,0,0,2005,2,F¨¦vrier
5-Feb,-20,10,20500,36,0,0,45,2005,2,F¨¦vrier
5-Mar,-15,10,41492,6576,0,1485,277,2005,3,Mars
5-Mar,-20,5,36592,94004,0,0,0,2005,3,Mars
5-Mar,-20,10,34253,4965,0,954,111,2005,3,Mars
5-Apr,-15,10,112612,3455,0,791,5988,2005,4,Avril
5-Apr,-20,10,106452,3463,4332,1451,600,2005,4,Avril
5-Apr,-25,5,840,31,0,31,0,2005,4,Avril
5-Apr,-25,10,43206,2225,493364,747,1183,2005,4,Avril
5-May,-15,0,5520,5073,0,0,57,2005,5,Mai
5-May,-15,5,8922,2110,0,259,464,2005,5,Mai
5-May,-15,10,7787,1522,7,108,468,2005,5,Mai
5-May,-20,0,31740,16034,0,0,283,2005,5,Mai
5-May,-20,5,6045,2198,0,238,199,2005,5,Mai
5-May,-20,10,169193,17880,84,793,4520,2005,5,Mai
5-May,-25,10,135544,29226,9993,4876,15837,2005,5,Mai
5-Jun,-15,0,24840,8356,0,0,322,2005,6,Juin
5-Jun,-15,5,29520,21824,0,388,605,2005,6,Juin
5-Jun,-15,10,40414,4187,40,336,211,2005,6,Juin
5-Jun,-20,0,9660,6612,0,0,299,2005,6,Juin
5-Jun,-20,5,25505,2761,20,420,619,2005,6,Juin
5-Jun,-20,10,116160,11940,642,1316,3955,2005,6,Juin
5-Jun,-25,10,122112,21597,10056,1895,15765,2005,6,Juin
5-Jul,-15,0,20890,5736,178,0,85,2005,7,Juillet
5-Jul,-15,5,50688,13042,1550,68,1531,2005,7,Juillet
5-Jul,-15,10,37232,12745,940,23,206,2005,7,Juillet
5-Jul,-20,0,6900,1938,0,0,90,2005,7,Juillet
5-Jul,-20,5,31931,9804,377,34,5083,2005,7,Juillet
5-Jul,-20,10,174987,33275,324,67,18349,2005,7,Juillet
5-Jul,-25,5,2805,209,0,0,0,2005,7,Juillet
5-Jul,-25,10,71926,35911,13016,154,25750,2005,7,Juillet
5-Jul,-25,15,1445,807,0,0,0,2005,7,Juillet
5-Aug,-15,0,8800,971,11,0,0,2005,8,Ao?t
5-Aug,-15,5,26142,6086,331,6,634,2005,8,Ao?t
5-Aug,-15,10,3288,43,0,0,445,2005,8,Ao?t
5-Aug,-20,0,1440,18,0,0,0,2005,8,Ao?t
5-Aug,-20,5,31260,4733,378,23,199,2005,8,Ao?t
5-Aug,-20,10,134231,18767,924,1024,7043,2005,8,Ao?t
5-Aug,-25,0,6360,1086,305,0,0,2005,8,Ao?t
5-Aug,-25,5,11736,2195,233,0,0,2005,8,Ao?t
5-Aug,-25,10,87264,18959,5399,304,15803,2005,8,Ao?t
5-Sep,-15,0,32394,11421,413,321,1460,2005,9,Septembre
5-Sep,-15,5,85226,14485,658,2496,14765,2005,9,Septembre
5-Sep,-15,10,63312,1963,72,0,4861,2005,9,Septembre
5-Sep,-20,0,28187,10086,170,0,209,2005,9,Septembre
5-Sep,-20,5,8356,2045,30,11,11,2005,9,Septembre
5-Sep,-20,10,160887,18116,1589,598,4601,2005,9,Septembre
5-Sep,-25,10,111070,26496,6483,237,30128,2005,9,Septembre
5-Oct,-15,0,26379,8689,0,0,702,2005,10,Octobre
5-Oct,-15,10,200601,1693,40,510,34823,2005,10,Octobre
5-Oct,-20,0,41726,19267,110,79,1884,2005,10,Octobre
5-Oct,-20,5,49244,9586,354,0,1636,2005,10,Octobre
5-Oct,-20,10,142247,9316,173,16,1264,2005,10,Octobre
5-Oct,-25,0,47240,16598,35,0,1149,2005,10,Octobre
5-Oct,-25,5,26140,9062,185,0,713,2005,10,Octobre
5-Oct,-25,10,139559,16968,5745,245,34799,2005,10,Octobre
5-Nov,-15,0,24931,10540,0,0,17,2005,11,Novembre
5-Nov,-15,5,123848,1440,0,1987,42488,2005,11,Novembre
5-Nov,-15,10,190940,1887,59,642,17931,2005,11,Novembre
5-Nov,-20,0,35178,18535,0,0,37,2005,11,Novembre
5-Nov,-20,5,28676,4353,67,40,316,2005,11,Novembre
5-Nov,-20,10,55591,10537,179,0,431,2005,11,Novembre
5-Nov,-25,0,68309,34226,0,0,942,2005,11,Novembre
5-Nov,-25,5,41697,5967,37,85,851,2005,11,Novembre
5-Nov,-25,10,131427,16818,83471,11,17769,2005,11,Novembre
5-Dec,-15,0,7040,1043,0,0,0,2005,12,D¨¦cembre
5-Dec,-15,5,74408,367,0,1049,18820,2005,12,D¨¦cembre
5-Dec,-15,10,165530,895,121,145,5972,2005,12,D¨¦cembre
5-Dec,-20,0,40282,11175,0,0,0,2005,12,D¨¦cembre
5-Dec,-20,5,50474,17885,0,23,136,2005,12,D¨¦cembre
5-Dec,-20,10,74853,5640,95,99,34,2005,12,D¨¦cembre
5-Dec,-25,0,77514,27228,0,55,0,2005,12,D¨¦cembre
5-Dec,-25,5,43307,12082,0,0,260,2005,12,D¨¦cembre
5-Dec,-25,10,95091,47457,211131,188,4066,2005,12,D¨¦cembre
5-Dec,-25,15,13645,7991,130,203,102,2005,12,D¨¦cembre
6-Jan,-15,5,5050,5176,0,0,23,2006,1,Janvier
6-Jan,-15,10,77800,375,4,58,2677,2006,1,Janvier
6-Jan,-20,0,7200,2713,0,0,17,2006,1,Janvier
6-Jan,-20,5,10770,5768,0,45,79,2006,1,Janvier
6-Jan,-20,10,91648,19482,36,55,292,2006,1,Janvier
6-Jan,-25,0,7800,1770,0,0,23,2006,1,Janvier
6-Jan,-25,5,52690,20009,128,0,85,2006,1,Janvier
6-Jan,-25,10,219086,131045,191590,17,7478,2006,1,Janvier
6-Feb,-15,10,54950,478,2,674,1116,2006,2,F¨¦vrier
6-Feb,-20,0,2640,291,0,0,0,2006,2,F¨¦vrier
6-Feb,-20,5,26730,11139,0,17,0,2006,2,F¨¦vrier
6-Feb,-20,10,381700,559,97062,1220,2990,2006,2,F¨¦vrier
6-Feb,-25,0,33500,9541,0,40,0,2006,2,F¨¦vrier
6-Feb,-25,5,2750,1036,0,0,0,2006,2,F¨¦vrier
6-Feb,-25,10,147567,34508,408492,392,2849,2006,2,F¨¦vrier
6-Feb,-25,15,5490,3331,0,0,0,2006,2,F¨¦vrier
6-Mar,-15,0,21421,2775,280,0,0,2006,3,Mars
6-Mar,-15,10,102700,809,235,452,3534,2006,3,Mars
6-Mar,-20,0,59240,19393,20,497,79,2006,3,Mars
6-Mar,-20,5,40730,16714,265,362,85,2006,3,Mars
6-Mar,-20,10,489696,3258,84637,10310,4970,2006,3,Mars
6-Mar,-25,0,27450,5741,125,0,0,2006,3,Mars
6-Mar,-25,5,39430,8471,181,0,0,2006,3,Mars
6-Mar,-25,10,37958,947,793992,316,1969,2006,3,Mars
6-Apr,-15,0,34740,16188,240,740,40,2006,4,Avril
6-Apr,-15,5,3400,128,0,45,68,2006,4,Avril
6-Apr,-15,10,165769,3962,1476,7571,2540,2006,4,Avril
6-Apr,-20,0,93260,32416,176,555,0,2006,4,Avril
6-Apr,-20,5,9400,212,512,50,1197,2006,4,Avril
6-Apr,-20,10,197156,3360,28110,1082,2837,2006,4,Avril
6-Apr,-25,0,27200,13699,20,0,57,2006,4,Avril
6-May,-25,10,53107,1233,853175,79,1667,2006,5,Mai
6-May,-15,0,97289,47571,55,581,2616,2006,5,Mai
6-May,-15,5,21100,2084,0,86,248,2006,5,Mai
6-May,-15,10,117810,3088,1980,1511,1469,2006,5,Mai
6-May,-20,0,60754,29466,440,2262,113,2006,5,Mai
6-May,-20,5,13000,1479,0,0,209,2006,5,Mai
6-May,-20,10,123264,4722,249,179,1431,2006,5,Mai
6-May,-25,10,86094,3377,1246,0,568,2006,5,Mai
6-Jun,-15,5,118745,13151,2895,4529,21449,2006,6,Juin
6-Jun,-15,10,56840,4032,345,293,129,2006,6,Juin
6-Jun,-20,0,11090,3199,10,34,450,2006,6,Juin
6-Jun,-20,5,9530,1656,0,0,57,2006,6,Juin
6-Jun,-20,10,160676,15631,2158,441,1632,2006,6,Juin
6-Jul,-25,10,32696,3430,1547,0,1007,2006,7,Juillet
6-Jul,-15,0,21260,11951,0,0,982,2006,7,Juillet
6-Jul,-15,5,74391,2921,1524,2628,13012,2006,7,Juillet
6-Jul,-15,10,38655,744,161,165,5947,2006,7,Juillet
6-Jul,-20,0,16800,6360,0,0,403,2006,7,Juillet
6-Jul,-20,5,43860,3280,5834,887,4095,2006,7,Juillet
6-Jul,-20,10,217787,22529,1430,1726,848,2006,7,Juillet
6-Jul,-25,5,10948,2513,0,0,154,2006,7,Juillet
6-Aug,-25,10,115925,14894,610,966,1779,2006,8,Ao?t
6-Aug,-15,0,21484,1846,178,423,2380,2006,8,Ao?t
6-Aug,-15,5,42239,2146,847,1257,3388,2006,8,Ao?t
6-Aug,-15,10,76315,2073,17,77,611,2006,8,Ao?t
6-Aug,-20,0,6288,1805,0,0,0,2006,8,Ao?t
6-Aug,-20,5,57973,9680,131,449,1521,2006,8,Ao?t
6-Aug,-20,10,140881,11684,1474,1148,1033,2006,8,Ao?t
6-Aug,-25,5,1607,327,0,0,438,2006,8,Ao?t
6-Aug,-25,10,127359,9457,1147,478,609,2006,8,Ao?t
6-Sep,-15,0,89348,24145,278,667,4140,2006,9,Septembre
6-Sep,-15,5,40923,4422,263,650,1895,2006,9,Septembre
6-Sep,-15,10,71191,1431,12,176,21032,2006,9,Septembre
6-Sep,-20,0,58798,17034,126,226,1109,2006,9,Septembre
6-Sep,-20,5,69508,13734,0,2813,798,2006,9,Septembre
6-Sep,-20,10,186836,6649,57,0,358,2006,9,Septembre
6-Sep,-25,0,15418,4794,28,0,124,2006,9,Septembre
6-Sep,-25,10,93768,4896,576,197,567,2006,9,Septembre
6-Oct,-15,0,57863,12776,0,0,503,2006,10,Octobre
6-Oct,-15,5,4743,383,0,0,113,2006,10,Octobre
6-Oct,-15,10,53300,991,0,0,283,2006,10,Octobre
6-Oct,-20,0,62752,15619,14,232,511,2006,10,Octobre
6-Oct,-20,5,57553,9673,0,0,1214,2006,10,Octobre
6-Oct,-20,10,139319,5365,112,457,1150,2006,10,Octobre
6-Oct,-25,0,47806,14852,56,110,1865,2006,10,Octobre
6-Oct,-25,5,4500,986,0,0,170,2006,10,Octobre
6-Oct,-25,10,108800,3860,382,0,1336,2006,10,Octobre
6-Oct,-25,15,10000,5512,0,174,0,2006,10,Octobre
6-Nov,-15,0,6600,1936,0,0,198,2006,11,Novembre
6-Nov,-15,5,13503,2802,63,0,260,2006,11,Novembre
6-Nov,-15,10,79789,5359,257,98,271,2006,11,Novembre
6-Nov,-20,0,36722,9080,0,76,92,2006,11,Novembre
6-Nov,-20,5,95375,13426,135,842,763,2006,11,Novembre
6-Nov,-20,10,135672,5096,22,609,198,2006,11,Novembre
6-Nov,-25,0,26300,9714,24,141,190,2006,11,Novembre
6-Nov,-25,5,16505,1944,15,243,81,2006,11,Novembre
6-Nov,-25,10,96725,5768,15591,189,1862,2006,11,Novembre
6-Nov,-25,15,4000,1666,0,96,120,2006,11,Novembre
6-Dec,-15,0,5995,173,23,0,0,2006,12,D¨¦cembre
6-Dec,-15,5,1744,467,0,0,0,2006,12,D¨¦cembre
6-Dec,-15,10,197672,10413,111,68,661,2006,12,D¨¦cembre
6-Dec,-20,0,31024,9672,0,0,102,2006,12,D¨¦cembre
6-Dec,-20,5,29024,6897,110,98,0,2006,12,D¨¦cembre
6-Dec,-20,10,76621,5876,88,607,243,2006,12,D¨¦cembre
6-Dec,-25,0,62655,38150,115,0,551,2006,12,D¨¦cembre
6-Dec,-25,5,16510,8753,0,0,175,2006,12,D¨¦cembre
6-Dec,-25,10,22310,5300,167046,50,42450,2006,12,D¨¦cembre
7-Jan,-15,5,1911,1452,0,0,0,2007,1,Janvier
7-Jan,-15,10,176948,825,0,694,842,2007,1,Janvier
7-Jan,-20,0,84114,30179,25,133,439,2007,1,Janvier
7-Jan,-20,5,32969,7396,65,165,251,2007,1,Janvier
7-Jan,-20,10,140389,19484,67,382,227,2007,1,Janvier
7-Jan,-25,0,46473,12699,30,0,175,2007,1,Janvier
7-Jan,-25,5,7343,2216,0,0,120,2007,1,Janvier
7-Jan,-25,10,140096,43106,20,254,185,2007,1,Janvier
7-Jan,-25,15,8000,4027,0,0,0,2007,1,Janvier
7-Feb,-15,5,4000,2216,22,0,74,2007,2,F¨¦vrier
7-Feb,-15,10,65370,115,0,0,243,2007,2,F¨¦vrier
7-Feb,-20,0,34410,16275,531,0,30,2007,2,F¨¦vrier
7-Feb,-20,5,48117,15365,20,158,110,2007,2,F¨¦vrier
7-Feb,-20,10,42288,9021,0,45,165,2007,2,F¨¦vrier
7-Feb,-25,0,25250,7587,36,0,0,2007,2,F¨¦vrier
7-Feb,-25,5,9495,2863,0,0,58,2007,2,F¨¦vrier
7-Feb,-25,10,112935,16649,61,175,340,2007,2,F¨¦vrier
7-Feb,-25,15,12800,7573,0,0,0,2007,2,F¨¦vrier
7-Mar,-15,5,6000,1480,30,0,0,2007,3,Mars
7-Mar,-15,10,168633,2083,2083,343,4805,2007,3,Mars
7-Mar,-20,0,35179,21571,252,183,480,2007,3,Mars
7-Mar,-20,5,18655,2680,162,0,71,2007,3,Mars
7-Mar,-20,10,68353,1226,30,134,109,2007,3,Mars
7-Mar,-25,0,19109,8643,0,0,367,2007,3,Mars
7-Mar,-25,5,18960,9790,0,0,155,2007,3,Mars
7-Mar,-25,10,103580,7989,48,167,20,2007,3,Mars
7-Mar,-25,15,4000,901,0,0,0,2007,3,Mars
7-Apr,-15,0,11435,2802,0,0,50,2007,4,Avril
7-Apr,-15,5,17050,3165,45,1747,213,2007,4,Avril
7-Apr,-15,10,174973,2533,179,177,13336,2007,4,Avril
7-Apr,-20,0,50140,20031,260,178,858,2007,4,Avril
7-Apr,-20,5,34406,7398,25,553,187,2007,4,Avril
7-Apr,-20,10,106815,4206,585,0,5388,2007,4,Avril
7-Apr,-25,0,21767,8082,0,68,90,2007,4,Avril
7-Apr,-25,5,20236,5893,15,0,538,2007,4,Avril
7-Apr,-25,10,102865,7147,353,0,277,2007,4,Avril
7-Apr,-25,15,14480,0,0,0,0,2007,4,Avril
7-May,-15,0,43040,18182,0,0,690,2007,5,Mai
7-May,-15,5,1205,18,0,66,0,2007,5,Mai
