time,latitude,longitude,Effort,Catch_SWO,Catch_ALB,Catch_YFT,Catch_BET,Year,Month,Month_Name
7-May,-15,10,165586,6406,938,1285,8760,2007,5,Mai
7-May,-20,0,15537,4581,0,0,240,2007,5,Mai
7-May,-20,5,31464,12908,1038,158,1675,2007,5,Mai
7-May,-20,10,172461,15535,328,805,1992,2007,5,Mai
7-May,-25,0,38248,14558,145,136,572,2007,5,Mai
7-May,-25,5,3996,1031,140,0,370,2007,5,Mai
7-May,-25,10,99561,3616,183,120,458,2007,5,Mai
7-May,-25,15,11459,705,35,0,34,2007,5,Mai
7-Jun,-15,0,33925,8293,600,0,0,2007,6,Juin
7-Jun,-15,5,33897,16812,150,1020,2504,2007,6,Juin
7-Jun,-15,10,32806,4060,52,670,465,2007,6,Juin
7-Jun,-20,0,55343,20448,2207,44,288,2007,6,Juin
7-Jun,-20,5,74230,26659,1444,164,4547,2007,6,Juin
7-Jun,-20,10,139833,25471,1753,1590,5146,2007,6,Juin
7-Jun,-25,0,9380,3290,1151,0,0,2007,6,Juin
7-Jun,-25,5,8020,2657,675,0,147,2007,6,Juin
7-Jun,-25,10,129002,15138,3413,212,4447,2007,6,Juin
7-Jul,-25,15,4400,0,0,0,0,2007,7,Juillet
7-Jul,-15,0,25112,6254,169,0,116,2007,7,Juillet
7-Jul,-15,5,17312,13673,603,740,4493,2007,7,Juillet
7-Jul,-15,10,119852,15826,46,0,5639,2007,7,Juillet
7-Jul,-20,0,8895,2809,90,0,0,2007,7,Juillet
7-Jul,-20,5,42683,12964,1017,20,3125,2007,7,Juillet
7-Jul,-20,10,67154,11061,1159,70,2363,2007,7,Juillet
7-Aug,-25,10,98708,11777,1543,55,2191,2007,8,Ao?t
7-Aug,-15,0,50722,16852,5916,142,0,2007,8,Ao?t
7-Aug,-15,5,61980,37694,3596,1204,9336,2007,8,Ao?t
7-Aug,-15,10,10721,1316,0,0,673,2007,8,Ao?t
7-Aug,-20,0,37500,13674,3466,0,0,2007,8,Ao?t
7-Aug,-20,5,66373,15565,1324,377,2811,2007,8,Ao?t
7-Aug,-20,10,12458,11937,955,116,4763,2007,8,Ao?t
7-Aug,-25,5,3300,1079,357,0,146,2007,8,Ao?t
7-Aug,-25,10,149016,11474,1983,617,3842,2007,8,Ao?t
7-Sep,-15,0,14400,4784,1866,0,0,2007,9,Septembre
7-Sep,-15,5,2400,1264,34,0,0,2007,9,Septembre
7-Sep,-20,0,8524,3709,750,0,0,2007,9,Septembre
7-Sep,-20,5,39461,9559,1556,180,155,2007,9,Septembre
7-Sep,-20,10,33277,4644,105,0,1236,2007,9,Septembre
7-Sep,-25,0,22060,7413,2060,0,251,2007,9,Septembre
7-Sep,-25,5,24510,8663,1103,0,4082,2007,9,Septembre
7-Sep,-25,10,100477,4453,102,300,2678,2007,9,Septembre
7-Oct,-15,5,12870,428,0,128,32,2007,10,Octobre
7-Oct,-15,10,73154,1844,15,481,1723,2007,10,Octobre
7-Oct,-20,0,6700,1335,0,0,350,2007,10,Octobre
7-Oct,-20,5,19760,3309,30,0,735,2007,10,Octobre
7-Oct,-20,10,92572,2952,0,169,158,2007,10,Octobre
7-Oct,-25,0,14000,3675,0,0,2672,2007,10,Octobre
7-Oct,-25,5,37400,9910,0,0,3996,2007,10,Octobre
7-Oct,-25,10,15829,348,35,0,375,2007,10,Octobre
7-Nov,-15,5,23235,5548,0,0,1223,2007,11,Novembre
7-Nov,-15,10,154125,1895,5,1386,1191,2007,11,Novembre
7-Nov,-20,5,6400,1293,0,0,563,2007,11,Novembre
7-Nov,-20,10,12422,648,0,0,32,2007,11,Novembre
7-Nov,-25,0,40990,15498,0,57,275,2007,11,Novembre
7-Nov,-25,5,5170,1169,0,0,50,2007,11,Novembre
7-Dec,-15,5,8580,48,0,103,220,2007,12,D¨¦cembre
7-Dec,-15,10,103707,799,0,479,251,2007,12,D¨¦cembre
7-Dec,-20,0,19484,6826,135,0,0,2007,12,D¨¦cembre
7-Dec,-20,5,32994,6421,150,0,118,2007,12,D¨¦cembre
7-Dec,-20,10,18858,1511,0,65,164,2007,12,D¨¦cembre
7-Dec,-25,0,16050,9211,0,0,660,2007,12,D¨¦cembre
7-Dec,-25,5,13400,6677,15,0,230,2007,12,D¨¦cembre
7-Dec,-25,10,36600,12194,200,0,408,2007,12,D¨¦cembre
8-Jan,-15,5,2824,145,0,0,115,2008,1,Janvier
8-Jan,-15,10,86794,182,0,35,161,2008,1,Janvier
8-Jan,-20,0,6200,1298,0,65,350,2008,1,Janvier
8-Jan,-20,5,19900,3252,130,0,940,2008,1,Janvier
8-Jan,-20,10,66653,13347,49,164,0,2008,1,Janvier
8-Jan,-25,0,4400,2845,0,0,445,2008,1,Janvier
8-Jan,-25,5,19300,8655,0,57,0,2008,1,Janvier
8-Jan,-25,10,25800,17432,24,0,0,2008,1,Janvier
8-Jan,-25,15,5500,4518,0,0,0,2008,1,Janvier
8-Feb,-15,5,1300,300,0,0,0,2008,2,F¨¦vrier
8-Feb,-15,10,91159,1513,0,415,109,2008,2,F¨¦vrier
8-Feb,-20,0,6200,1714,0,0,0,2008,2,F¨¦vrier
8-Feb,-20,5,12989,4687,0,0,165,2008,2,F¨¦vrier
8-Feb,-20,10,51502,114,0,15,113,2008,2,F¨¦vrier
8-Feb,-25,0,14720,2514,372,0,20,2008,2,F¨¦vrier
8-Feb,-25,5,42198,21918,0,0,110,2008,2,F¨¦vrier
8-Feb,-25,10,90492,18968,289,0,70,2008,2,F¨¦vrier
8-Feb,-25,15,1500,0,0,0,0,2008,2,F¨¦vrier
8-Mar,-15,0,2600,385,0,0,50,2008,3,Mars
8-Mar,-15,5,4168,422,0,0,0,2008,3,Mars
8-Mar,-15,10,58355,1745,0,176,20,2008,3,Mars
8-Mar,-20,0,6571,2085,0,212,0,2008,3,Mars
8-Mar,-20,5,19229,5761,15,341,300,2008,3,Mars
8-Mar,-20,10,147924,222,14,5,117,2008,3,Mars
8-Mar,-25,0,2000,12713,144,86,310,2008,3,Mars
8-Mar,-25,5,19375,5715,10,143,102,2008,3,Mars
8-Mar,-25,10,165035,24947,338,50,0,2008,3,Mars
8-Apr,-15,0,11766,1507,0,0,620,2008,4,Avril
8-Apr,-15,10,18540,62,60,0,10,2008,4,Avril
8-Apr,-20,0,8074,888,0,0,120,2008,4,Avril
8-Apr,-20,5,4800,1440,0,0,265,2008,4,Avril
8-Apr,-20,10,116036,326,0,0,256,2008,4,Avril
8-Apr,-25,0,85354,38542,0,725,156,2008,4,Avril
8-Apr,-25,5,31658,8889,0,279,38,2008,4,Avril
8-Apr,-25,10,60270,1309,252,0,0,2008,4,Avril
8-May,-15,5,96166,1572,2999,3144,29988,2008,5,Mai
8-May,-15,10,1705,446,10,20,0,2008,5,Mai
8-May,-20,0,19986,4794,0,0,1180,2008,5,Mai
8-May,-20,5,1655,320,14,88,0,2008,5,Mai
8-May,-20,5,10857,3409,0,238,0,2008,5,Mai
8-May,-20,10,80106,10877,12,141,1162,2008,5,Mai
8-May,-25,0,25114,10385,0,114,0,2008,5,Mai
8-May,-25,5,18200,7042,0,40,0,2008,5,Mai
8-May,-25,10,34240,4831,286,0,342,2008,5,Mai
8-Jun,-15,0,9944,2437,0,0,325,2008,6,Juin
8-Jun,-15,5,6320,772,125,0,757,2008,6,Juin
8-Jun,-15,10,21153,2207,381,39,2925,2008,6,Juin
8-Jun,-20,0,8532,2401,0,0,540,2008,6,Juin
8-Jun,-20,5,26475,8132,419,214,3676,2008,6,Juin
8-Jun,-20,10,55078,8863,489,0,1514,2008,6,Juin
8-Jun,-25,10,70311,9288,2048,90,2704,2008,6,Juin
8-Jul,-15,0,7787,3947,385,204,205,2008,7,Juillet
8-Jul,-15,5,17328,2973,270,66,2132,2008,7,Juillet
8-Jul,-15,10,4194,452,8,0,145,2008,7,Juillet
8-Jul,-20,0,2625,1540,221,55,203,2008,7,Juillet
8-Jul,-20,5,11700,4463,1308,0,3870,2008,7,Juillet
8-Jul,-20,10,41249,7831,82,43,1261,2008,7,Juillet
8-Jul,-25,10,10560,2146,134,0,190,2008,7,Juillet
8-Aug,-15,5,16134,6430,340,0,3015,2008,8,Ao?t
8-Aug,-20,5,13921,3645,296,0,2535,2008,8,Ao?t
8-Aug,-20,10,39364,7215,21,0,495,2008,8,Ao?t
8-Aug,-25,10,38598,9955,668,74,5397,2008,8,Ao?t
8-Sep,-15,5,4894,275,5,0,12,2008,9,Septembre
8-Sep,-20,5,21985,3417,0,0,570,2008,9,Septembre
8-Sep,-20,10,12665,580,0,0,94,2008,9,Septembre
8-Sep,-25,0,20158,4860,0,0,3482,2008,9,Septembre
8-Sep,-25,5,29900,8848,124,0,10571,2008,9,Septembre
8-Sep,-25,10,7610,1057,0,0,359,2008,9,Septembre
8-Oct,-25,0,11556,2368,0,0,1047,2008,10,Octobre
8-Oct,-25,5,56950,19968,0,0,4686,2008,10,Octobre
8-Oct,-25,10,3960,718,0,0,295,2008,10,Octobre
8-Nov,-15,10,43320,60,8,7,7112,2008,11,Novembre
8-Nov,-25,0,14520,5147,0,0,1985,2008,11,Novembre
8-Nov,-25,5,13200,3738,0,0,0,2008,11,Novembre
8-Nov,-25,10,3300,270,0,0,0,2008,11,Novembre
8-Dec,-15,10,36000,0,0,37,6710,2008,12,D¨¦cembre
8-Dec,-25,0,1100,151,0,0,0,2008,12,D¨¦cembre
8-Dec,-25,5,19800,11153,0,0,0,2008,12,D¨¦cembre
8-Dec,-25,10,3300,2079,0,0,0,2008,12,D¨¦cembre
9-Jan,-15,10,9400,0,0,50,77,2009,1,Janvier
9-Jan,-25,5,5500,5098,0,0,0,2009,1,Janvier
9-Jan,-25,10,31800,14635,65,0,58,2009,1,Janvier
9-Feb,-25,10,13080,150,46,0,15,2009,2,F¨¦vrier
9-Mar,-15,10,12600,0,0,0,0,2009,3,Mars
9-Mar,-20,10,13220,40,0,0,0,2009,3,Mars
9-Apr,-15,0,9320,1051,0,15,180,2009,4,Avril
9-Apr,-15,10,58990,138,11,159,0,2009,4,Avril
9-Apr,-20,0,11264,1739,47,45,45,2009,4,Avril
9-Apr,-20,5,3700,626,0,116,0,2009,4,Avril
9-Apr,-20,10,12880,0,0,0,0,2009,4,Avril
9-Apr,-25,0,8398,2000,45,63,0,2009,4,Avril
9-Apr,-25,5,1824,356,13,0,0,2009,4,Avril
9-May,-15,10,56935,1127,2420,391,210,2009,5,Mai
9-May,-20,0,13125,2888,187,50,225,2009,5,Mai
9-May,-20,5,31446,4981,192,475,437,2009,5,Mai
9-May,-20,10,23000,630,0,0,110,2009,5,Mai
9-Jun,-15,10,20370,133,147,50,149,2009,6,Juin
9-Jun,-20,5,18002,6661,4724,847,3836,2009,6,Juin
9-Jul,-20,10,7140,326,570,171,74,2009,7,Juillet
9-Jul,-20,10,13939,2012,130,280,0,2009,7,Juillet
9-Aug,-25,10,20141,625,67,130,0,2009,8,Ao?t
9-Aug,-20,5,1643,34,0,205,0,2009,8,Ao?t
9-Aug,-20,10,23188,1496,47,468,15,2009,8,Ao?t
9-Sep,-20,10,16106,360,0,80,0,2009,9,Septembre
9-Oct,-25,10,14903,795,0,0,0,2009,10,Octobre
9-Oct,-15,10,12992,236,0,0,1385,2009,10,Octobre
9-Nov,-20,10,16840,567,129,0,312,2009,11,Novembre
9-Nov,-15,10,76464,814,0,1026,1194,2009,11,Novembre
9-Dec,-20,10,16361,1084,0,0,66,2009,12,D¨¦cembre
9-Dec,-15,5,11280,23,20,30,59,2009,12,D¨¦cembre
9-Dec,-15,10,134355,767,34,644,1303,2009,12,D¨¦cembre
9-Dec,-20,10,4027,0,0,0,0,2009,12,D¨¦cembre
10-Jan,-15,5,1438,248,0,0,432,2010,1,Janvier
10-Jan,-15,10,12450,601,199,19,374,2010,1,Janvier
10-Jan,-20,0,3240,833,39,0,12,2010,1,Janvier
10-Jan,-20,5,7400,1058,510,46,15590,2010,1,Janvier
10-Jan,-20,10,24558,4071,0,56,0,2010,1,Janvier
10-Jan,-25,0,2000,844,0,120,0,2010,1,Janvier
10-Jan,-25,10,38604,4514,0,147,20,2010,1,Janvier
10-Jan,-25,15,1630,477,0,0,0,2010,1,Janvier
10-Feb,-15,5,1540,140,0,0,358,2010,2,F¨¦vrier
10-Feb,-15,10,12793,349,77,27,1206,2010,2,F¨¦vrier
10-Feb,-20,0,3440,1073,22,61,75,2010,2,F¨¦vrier
10-Feb,-20,5,90,0,780,0,27975,2010,2,F¨¦vrier
10-Feb,-20,10,63060,21065,324,348,224,2010,2,F¨¦vrier
10-Feb,-25,0,2000,2151,25,38,0,2010,2,F¨¦vrier
10-Feb,-25,10,94984,2116,25598,0,49,2010,2,F¨¦vrier
10-Feb,-25,15,3168,0,0,0,0,2010,2,F¨¦vrier
10-Mar,-15,0,3800,0,0,0,0,2010,3,Mars
10-Mar,-15,5,539,105,75,0,87,2010,3,Mars
10-Mar,-15,10,36721,9214,118,126,2330,2010,3,Mars
10-Mar,-20,0,1500,590,59,0,0,2010,3,Mars
10-Mar,-20,5,10000,0,710,0,7925,2010,3,Mars
10-Mar,-20,10,274333,5126,0,61,1520,2010,3,Mars
10-Mar,-25,0,12858,5289,1182,57,0,2010,3,Mars
10-Mar,-25,10,176176,1283,8,22,97,2010,3,Mars
10-Apr,-15,10,16877,632,8,18,1189,2010,4,Avril
10-Apr,-20,0,4960,1918,44,40,0,2010,4,Avril
10-Apr,-20,5,6000,0,420,0,5480,2010,4,Avril
10-Apr,-20,10,54074,9933,55,207,688,2010,4,Avril
10-Apr,-25,0,12503,5187,235,170,124,2010,4,Avril
10-Apr,-25,5,3000,1465,0,0,0,2010,4,Avril
10-Apr,-25,10,7557,4109,876,239,434,2010,4,Avril
10-May,-15,5,3491,643,0,0,26,2010,5,Mai
10-May,-15,10,53725,2548,11,0,2208,2010,5,Mai
10-May,-20,0,7320,1670,86,0,0,2010,5,Mai
10-May,-20,5,5540,1547,400,0,14295,2010,5,Mai
10-May,-20,10,37717,6085,615,0,1019,2010,5,Mai
10-May,-25,0,44000,16760,616,0,81,2010,5,Mai
10-May,-25,5,1515,457,15,0,62,2010,5,Mai
10-May,-25,10,12424,3692,603,0,340,2010,5,Mai
10-Jun,-15,5,1451,0,22,0,826,2010,6,Juin
10-Jun,-15,10,95283,10223,39,319,4324,2010,6,Juin
10-Jun,-20,0,38000,9875,374,185,158,2010,6,Juin
10-Jun,-20,5,9000,3771,644,90,14401,2010,6,Juin
10-Jun,-20,10,28922,8666,247,120,792,2010,6,Juin
10-Jun,-25,0,2000,415,0,0,0,2010,6,Juin
10-Jun,-25,10,23290,6428,1209,59,149,2010,6,Juin
10-Jun,-25,15,1440,17,0,0,14,2010,6,Juin
10-Jul,-15,5,9914,2284,0,0,328,2010,7,Juillet
10-Jul,-15,10,65808,6934,313,71,3123,2010,7,Juillet
10-Jul,-20,5,10977,3138,70,10,1588,2010,7,Juillet
10-Jul,-20,10,44582,7493,386,206,595,2010,7,Juillet
10-Jul,-25,0,2000,316,0,23,0,2010,7,Juillet
10-Jul,-25,5,24000,3648,46,243,186,2010,7,Juillet
10-Jul,-25,10,4686,2054,180,21,156,2010,7,Juillet
10-Jul,-25,15,1889,486,0,0,0,2010,7,Juillet
10-Aug,-15,10,99029,2377,274,55,255,2010,8,Ao?t
10-Aug,-20,0,2000,91,27,0,0,2010,8,Ao?t
10-Aug,-20,5,4654,689,92,0,1978,2010,8,Ao?t
10-Aug,-20,10,55432,8751,68,116,773,2010,8,Ao?t
10-Aug,-25,10,9644,863,339,0,0,2010,8,Ao?t
10-Aug,-25,15,1137,830,0,0,0,2010,8,Ao?t
10-Sep,-15,0,4000,30,0,0,30,2010,9,Septembre
10-Sep,-15,5,1440,215,0,0,0,2010,9,Septembre
10-Sep,-15,10,62668,358,0,461,20172,2010,9,Septembre
10-Sep,-20,0,3850,782,0,0,0,2010,9,Septembre
10-Sep,-20,5,3528,626,87,124,186,2010,9,Septembre
10-Sep,-20,10,43508,3072,67,0,922,2010,9,Septembre
10-Sep,-25,0,2000,699,16,90,0,2010,9,Septembre
10-Sep,-25,5,12000,771,0,0,34,2010,9,Septembre
10-Sep,-25,10,45326,2510,146,30,65,2010,9,Septembre
10-Sep,-25,15,1356,1259,0,0,0,2010,9,Septembre
10-Oct,-15,5,9662,98,0,0,156,2010,10,Octobre
10-Oct,-15,10,23600,344,0,31,1308,2010,10,Octobre
10-Oct,-20,0,2000,402,0,0,0,2010,10,Octobre
10-Oct,-20,5,2408,309,42,0,30,2010,10,Octobre
10-Oct,-20,10,60978,3094,55,0,214,2010,10,Octobre
10-Oct,-25,0,2000,1261,16,306,0,2010,10,Octobre
10-Oct,-25,5,10000,2054,0,406,0,2010,10,Octobre
10-Oct,-25,10,56264,1118,210,127,217,2010,10,Octobre
10-Oct,-25,15,1356,1259,0,0,0,2010,10,Octobre
10-Nov,-15,10,31673,390,0,0,227,2010,11,Novembre
10-Nov,-20,0,5440,1944,21,95,0,2010,11,Novembre
10-Nov,-20,5,408,0,0,0,24,2010,11,Novembre
10-Nov,-20,10,78969,2387,0,143,222,2010,11,Novembre
10-Nov,-25,0,30000,7347,10,244,0,2010,11,Novembre
10-Nov,-25,10,9847,1947,126,42,18,2010,11,Novembre
10-Nov,-25,15,1373,530,0,0,0,2010,11,Novembre
10-Dec,-15,10,61791,690,0,214,3375,2010,12,D¨¦cembre
10-Dec,-20,0,8000,1517,0,62,0,2010,12,D¨¦cembre
10-Dec,-20,5,11340,712,0,42,1817,2010,12,D¨¦cembre
10-Dec,-20,10,46324,2782,27,15,465,2010,12,D¨¦cembre
10-Dec,-25,0,6000,1240,0,85,0,2010,12,D¨¦cembre
10-Dec,-25,10,15110,5645,53,0,112,2010,12,D¨¦cembre
11-Jan,-15,0,1648,30,0,0,105,2011,1,Janvier
11-Jan,-15,5,2622,1002,57,0,0,2011,1,Janvier
11-Jan,-15,10,28186,347,0,94,421,2011,1,Janvier
11-Jan,-20,5,4482,0,0,10,2630,2011,1,Janvier
11-Jan,-20,10,120556,3168,40,1118,609,2011,1,Janvier
11-Jan,-25,5,2026,882,0,0,0,2011,1,Janvier
11-Jan,-25,10,37848,73,0,0,0,2011,1,Janvier
11-Jan,-25,15,3830,2642,0,0,0,2011,1,Janvier
11-Feb,-15,10,19735,110,0,366,75,2011,2,F¨¦vrier
11-Feb,-20,5,6921,88,0,0,12182,2011,2,F¨¦vrier
11-Feb,-20,10,131920,1181,0,1839,544,2011,2,F¨¦vrier
11-Feb,-25,0,6834,3134,0,0,0,2011,2,F¨¦vrier
11-Feb,-25,5,2581,1545,0,0,0,2011,2,F¨¦vrier
11-Feb,-25,10,20922,201,47,0,8,2011,2,F¨¦vrier
11-Feb,-20,5,5321,2670,23,0,0,2011,2,F¨¦vrier
11-Mar,-20,10,7896,4979,69,0,0,2011,3,Mars
11-Mar,-15,10,50671,1463,0,459,502,2011,3,Mars
11-Mar,-20,5,5699,0,0,0,24911,2011,3,Mars
11-Mar,-20,10,119301,4220,39,436,727,2011,3,Mars
11-Mar,-25,5,3297,144,42,0,40,2011,3,Mars
11-Apr,-25,10,17451,125,0,0,253,2011,4,Avril
11-Apr,-15,0,3445,28,94,37,1295,2011,4,Avril
11-Apr,-15,5,20865,289,713,105,6293,2011,4,Avril
11-Apr,-15,10,75794,2962,404,3985,3835,2011,4,Avril
11-Apr,-20,5,9361,32,0,0,35866,2011,4,Avril
11-Apr,-20,10,95982,12588,388,2522,2819,2011,4,Avril
11-Apr,-25,10,3780,0,0,0,0,2011,4,Avril
11-May,-15,5,34225,413,2759,1245,9653,2011,5,Mai
11-May,-15,10,163973,19296,5831,27562,28835,2011,5,Mai
11-May,-20,5,12978,690,0,190,41071,2011,5,Mai
11-May,-20,10,11276,669,0,48,736,2011,5,Mai
11-Jun,-25,10,12201,635,40,44,813,2011,6,Juin
11-Jun,-15,5,59840,1437,3957,7735,31498,2011,6,Juin
11-Jun,-15,10,129527,11535,3991,6740,15198,2011,6,Juin
11-Jun,-20,0,8000,1626,0,91,0,2011,6,Juin
11-Jun,-20,5,8407,958,0,335,2663,2011,6,Juin
11-Jun,-20,10,50276,8529,26,833,137,2011,6,Juin
11-Jul,-25,0,2000,772,0,84,0,2011,7,Juillet
11-Jul,-15,5,3324,198,0,0,64,2011,7,Juillet
11-Jul,-15,10,42012,572,18,0,36,2011,7,Juillet
11-Jul,-20,0,34000,9769,264,534,0,2011,7,Juillet
11-Jul,-20,5,10783,2004,32,220,1657,2011,7,Juillet
11-Jul,-20,10,46569,2662,121,10,238,2011,7,Juillet
11-Jul,-25,0,6000,2461,67,136,0,2011,7,Juillet
11-Jul,-25,5,6000,1392,32,547,215,2011,7,Juillet
11-Jul,-25,10,24875,2108,0,830,1585,2011,7,Juillet
11-Aug,-15,5,8000,1839,0,0,1914,2011,8,Ao?t
11-Aug,-20,0,16000,5864,32,301,0,2011,8,Ao?t
11-Aug,-20,5,2407,113,0,15,1959,2011,8,Ao?t
11-Aug,-20,10,30627,2494,0,231,551,2011,8,Ao?t
11-Aug,-25,5,14000,4348,0,111,0,2011,8,Ao?t
11-Aug,-25,10,23912,3438,32,0,0,2011,8,Ao?t
11-Sep,-15,5,21945,3544,25,46,1928,2011,9,Septembre
11-Sep,-15,10,33292,642,13,217,3182,2011,9,Septembre
11-Sep,-20,5,4657,576,0,59,2943,2011,9,Septembre
11-Sep,-20,10,26040,846,0,0,98,2011,9,Septembre
11-Oct,-15,10,30984,481,0,0,0,2011,10,Octobre
11-Oct,-20,5,407,0,0,0,940,2011,10,Octobre
11-Oct,-20,10,14472,217,0,0,0,2011,10,Octobre
11-Nov,-15,10,17940,0,0,0,0,2011,11,Novembre
11-Nov,-20,10,33849,411,0,0,2618,2011,11,Novembre
11-Nov,-25,10,4609,0,0,0,0,2011,11,Novembre
11-Dec,-15,5,3088,0,0,0,7,2011,12,D¨¦cembre
11-Dec,-15,10,27923,20,10,0,18,2011,12,D¨¦cembre
11-Dec,-20,5,814,28,0,0,3698,2011,12,D¨¦cembre
11-Dec,-20,10,67722,2107,18,0,15,2011,12,D¨¦cembre
15-Jan,-15,5,1647,0,0,0,8,2012,1,Janvier
15-Jan,-15,10,41226,255,0,0,47,2012,1,Janvier
15-Jan,-20,5,12000,7568,45,0,0,2012,1,Janvier
15-Jan,-20,10,71966,8892,170,18,156,2012,1,Janvier
15-Jan,-25,5,2000,1122,0,0,0,2012,1,Janvier
15-Jan,-25,10,57810,22059,21,0,104,2012,1,Janvier
15-Jan,-15,10,3440,2940,20,0,0,2012,1,Janvier
15-Jan,-20,10,28685,26180,280,20,0,2012,1,Janvier
15-Jan,-25,5,9309,3312,40,0,0,2012,1,Janvier
15-Jan,-25,15,212,244,0,0,0,2012,1,Janvier
15-Feb,-15,5,10530,160,168,54,1468,2012,2,F¨¦vrier
15-Feb,-15,10,34235,348,891,365,3017,2012,2,F¨¦vrier
15-Feb,-20,10,9016,0,321,0,40,2012,2,F¨¦vrier
15-Feb,-25,10,87604,31725,2248,0,48,2012,2,F¨¦vrier
15-Feb,-15,10,5092,3851,45,50,0,2012,2,F¨¦vrier
15-Feb,-20,10,35628,21316,25,100,0,2012,2,F¨¦vrier
15-Feb,-25,10,1372,386,0,0,0,2012,2,F¨¦vrier
12-Mar,-15,5,37604,811,718,453,10442,2012,3,Mars
12-Mar,-15,10,84500,1222,1068,858,15913,2012,3,Mars
12-Mar,-20,10,8207,159,48,0,9,2012,3,Mars
12-Mar,-25,10,69364,25758,0,0,0,2012,3,Mars
12-Mar,-15,5,10090,950,0,125,0,2012,3,Mars
12-Mar,-15,10,4680,1217,20,0,0,2012,3,Mars
12-Mar,-20,5,10560,1530,0,80,0,2012,3,Mars
12-Mar,-20,10,4760,1220,0,120,0,2012,3,Mars
12-Apr,-15,10,43358,1085,54,169,282,2012,4,Avril
12-Apr,-20,10,61316,4408,96,253,320,2012,4,Avril
12-May,-15,5,107100,10116,10930,3705,41403,2012,5,Mai
12-May,-15,10,11846,924,0,85,0,2012,5,Mai
12-May,-20,5,3787,682,2,0,0,2012,5,Mai
12-May,-20,10,24272,4220,0,346,0,2012,5,Mai
12-May,-25,10,38736,5517,0,1740,0,2012,5,Mai
12-Jun,-15,5,11908,8614,101,1515,0,2012,6,Juin
12-Jun,-15,10,1198,78,0,0,0,2012,6,Juin
12-Jun,-20,10,4748,301,20,0,0,2012,6,Juin
12-Jul,-15,10,3528,190,0,10,0,2012,7,Juillet
12-Jul,-15,5,10508,355,0,10,0,2012,7,Juillet
12-Jul,-15,10,7474,45,0,0,0,2012,7,Juillet
12-Jul,-20,5,4022,201,0,0,0,2012,7,Juillet
12-Jul,-20,10,38916,3676,8,0,0,2012,7,Juillet
12-Aug,-15,10,5846,1326,0,20,60,2012,8,Ao?t
12-Aug,-15,5,2395,89,0,0,0,2012,8,Ao?t
12-Sep,-15,5,2280,16,0,0,0,2012,9,Septembre
12-Sep,-20,10,13778,768,0,26,80,2012,9,Septembre
12-Sep,-25,10,15120,304,0,0,0,2012,9,Septembre
12-Oct,-20,10,5184,54,0,0,0,2012,10,Octobre
12-Oct,-25,10,19440,0,0,0,0,2012,10,Octobre
12-Nov,-15,5,88950,176,21,1850,37762,2012,11,Novembre
12-Nov,-15,10,42844,144,0,1219,1230,2012,11,Novembre
12-Nov,-20,10,2016,0,0,0,0,2012,11,Novembre
12-Nov,-25,5,4000,1023,0,0,150,2012,11,Novembre
12-Nov,-25,10,12500,3932,0,0,0,2012,11,Novembre
12-Dec,-15,5,77730,130,25,4187,34939,2012,12,D¨¦cembre
12-Dec,-15,10,27792,0,0,185,0,2012,12,D¨¦cembre
12-Dec,-20,5,25410,176,566,149,4342,2012,12,D¨¦cembre
12-Dec,-20,10,14424,971,29,224,513,2012,12,D¨¦cembre
12-Dec,-25,5,4500,1458,0,0,0,2012,12,D¨¦cembre
12-Dec,-25,10,79874,24545,21,0,0,2012,12,D¨¦cembre
13-Jan,-20,5,2000,1150,50,35,0,2013,1,Janvier
13-Feb,-25,10,102684,36389,2292,0,253,2013,2,F¨¦vrier
13-Feb,-15,10,31104,374,0,3080,517,2013,2,F¨¦vrier
13-Feb,-20,10,7200,0,60,356,68,2013,2,F¨¦vrier
13-Feb,-20,10,7200,784,70,60,0,2013,2,F¨¦vrier
13-Feb,-25,0,18000,14271,141,0,0,2013,2,F¨¦vrier
13-Feb,-25,5,4000,2085,48,0,0,2013,2,F¨¦vrier
13-Feb,-25,10,39850,11720,101,55,157,2013,2,F¨¦vrier
13-Mar,-15,5,12441,210,96,349,5574,2013,3,Mars
13-Mar,-15,10,79866,1337,97,1348,50844,2013,3,Mars
13-Mar,-20,10,20112,1264,0,808,239,2013,3,Mars
13-Mar,-25,0,18900,12470,152,0,0,2013,3,Mars
13-Mar,-25,10,30702,134,0,142,196,2013,3,Mars
13-Apr,-15,0,30702,6070,80,0,751,2013,4,Avril
13-Apr,-15,5,30702,500,0,0,20,2013,4,Avril
13-Apr,-15,5,121768,1243,805,7044,61648,2013,4,Avril
13-Apr,-15,10,103732,674,276,5263,46133,2013,4,Avril
13-Apr,-15,10,7346,800,75,0,65,2013,4,Avril
13-Apr,-20,0,7346,6422,825,370,2167,2013,4,Avril
13-Apr,-20,5,7346,4730,180,125,510,2013,4,Avril
13-Apr,-20,5,7346,1654,883,687,345,2013,4,Avril
13-Apr,-20,10,51024,5306,951,2660,3243,2013,4,Avril
13-Apr,-25,0,54600,29868,583,0,276,2013,4,Avril
13-May,-25,10,9690,827,0,259,1270,2013,5,Mai
13-May,-15,0,9690,2444,45,270,408,2013,5,Mai
13-May,-15,5,5522,57,317,0,0,2013,5,Mai
13-May,-15,10,75326,2307,2413,2984,11296,2013,5,Mai
13-May,-20,0,18900,3627,87,0,345,2013,5,Mai
